Time,KEYS,Licenses,RunningSum,Area,Arabic
1970,4573,0,1,UMM AL SHEIF,أم الشيف
1971,4573,0,1,UMM AL SHEIF,أم الشيف
1972,4573,0,1,UMM AL SHEIF,أم الشيف
1973,4573,0,1,UMM AL SHEIF,أم الشيف
1974,4573,1,2,UMM AL SHEIF,أم الشيف
1975,4573,1,3,UMM AL SHEIF,أم الشيف
1976,4573,0,3,UMM AL SHEIF,أم الشيف
1977,4573,0,3,UMM AL SHEIF,أم الشيف
1978,4573,0,3,UMM AL SHEIF,أم الشيف
1979,4573,1,4,UMM AL SHEIF,أم الشيف
1980,4573,0,4,UMM AL SHEIF,أم الشيف
1981,4573,0,4,UMM AL SHEIF,أم الشيف
1982,4573,0,4,UMM AL SHEIF,أم الشيف
1983,4573,0,4,UMM AL SHEIF,أم الشيف
1984,4573,1,5,UMM AL SHEIF,أم الشيف
1985,4573,0,5,UMM AL SHEIF,أم الشيف
1986,4573,0,5,UMM AL SHEIF,أم الشيف
1987,4573,0,5,UMM AL SHEIF,أم الشيف
1988,4573,0,5,UMM AL SHEIF,أم الشيف
1989,4573,0,5,UMM AL SHEIF,أم الشيف
1990,4573,0,5,UMM AL SHEIF,أم الشيف
1991,4573,0,5,UMM AL SHEIF,أم الشيف
1992,4573,1,6,UMM AL SHEIF,أم الشيف
1993,4573,0,6,UMM AL SHEIF,أم الشيف
1994,4573,1,7,UMM AL SHEIF,أم الشيف
1995,4573,0,7,UMM AL SHEIF,أم الشيف
1996,4573,0,7,UMM AL SHEIF,أم الشيف
1997,4573,2,9,UMM AL SHEIF,أم الشيف
1998,4573,0,9,UMM AL SHEIF,أم الشيف
1999,4573,0,9,UMM AL SHEIF,أم الشيف
2000,4573,0,9,UMM AL SHEIF,أم الشيف
2001,4573,1,10,UMM AL SHEIF,أم الشيف
2002,4573,1,11,UMM AL SHEIF,أم الشيف
2003,4573,2,13,UMM AL SHEIF,أم الشيف
2004,4573,1,14,UMM AL SHEIF,أم الشيف
2005,4573,6,20,UMM AL SHEIF,أم الشيف
2006,4573,1,21,UMM AL SHEIF,أم الشيف
2007,4573,2,23,UMM AL SHEIF,أم الشيف
2008,4573,1,24,UMM AL SHEIF,أم الشيف
2009,4573,4,28,UMM AL SHEIF,أم الشيف
2010,4573,1,29,UMM AL SHEIF,أم الشيف
2011,4573,4,33,UMM AL SHEIF,أم الشيف
2012,4573,6,39,UMM AL SHEIF,أم الشيف
2013,4573,19,58,UMM AL SHEIF,أم الشيف
2014,4573,3,61,UMM AL SHEIF,أم الشيف
2015,4573,7,68,UMM AL SHEIF,أم الشيف
2016,4573,13,81,UMM AL SHEIF,أم الشيف
2017,4573,23,104,UMM AL SHEIF,أم الشيف
2018,4573,20,124,UMM AL SHEIF,أم الشيف
2019,4573,28,152,UMM AL SHEIF,أم الشيف
2020,4573,34,186,UMM AL SHEIF,أم الشيف
2021,4573,0,186,UMM AL SHEIF,أم الشيف
1963,4693,0,0,MIRDIF,مردف
1964,4693,0,0,MIRDIF,مردف
1965,4693,0,0,MIRDIF,مردف
1966,4693,0,0,MIRDIF,مردف
1967,4693,0,0,MIRDIF,مردف
1968,4693,0,0,MIRDIF,مردف
1969,4693,1,1,MIRDIF,مردف
1970,4693,1,2,MIRDIF,مردف
1971,4693,0,2,MIRDIF,مردف
1972,4693,2,4,MIRDIF,مردف
1973,4693,0,4,MIRDIF,مردف
1974,4693,0,4,MIRDIF,مردف
1975,4693,0,4,MIRDIF,مردف
1976,4693,0,4,MIRDIF,مردف
1977,4693,0,4,MIRDIF,مردف
1978,4693,0,4,MIRDIF,مردف
1979,4693,0,4,MIRDIF,مردف
1980,4693,0,4,MIRDIF,مردف
1981,4693,0,4,MIRDIF,مردف
1982,4693,0,4,MIRDIF,مردف
1983,4693,2,6,MIRDIF,مردف
1984,4693,0,6,MIRDIF,مردف
1985,4693,0,6,MIRDIF,مردف
1986,4693,3,9,MIRDIF,مردف
1987,4693,0,9,MIRDIF,مردف
1988,4693,0,9,MIRDIF,مردف
1989,4693,1,10,MIRDIF,مردف
1990,4693,0,10,MIRDIF,مردف
1991,4693,2,12,MIRDIF,مردف
1992,4693,4,16,MIRDIF,مردف
1993,4693,1,17,MIRDIF,مردف
1994,4693,0,17,MIRDIF,مردف
1995,4693,1,18,MIRDIF,مردف
1996,4693,0,18,MIRDIF,مردف
1997,4693,2,20,MIRDIF,مردف
1998,4693,3,23,MIRDIF,مردف
1999,4693,4,27,MIRDIF,مردف
2000,4693,3,30,MIRDIF,مردف
2001,4693,3,33,MIRDIF,مردف
2002,4693,8,41,MIRDIF,مردف
2003,4693,9,50,MIRDIF,مردف
2004,4693,6,56,MIRDIF,مردف
2005,4693,11,67,MIRDIF,مردف
2006,4693,24,91,MIRDIF,مردف
2007,4693,19,110,MIRDIF,مردف
2008,4693,25,135,MIRDIF,مردف
2009,4693,28,163,MIRDIF,مردف
2010,4693,92,255,MIRDIF,مردف
2011,4693,64,319,MIRDIF,مردف
2012,4693,33,352,MIRDIF,مردف
2013,4693,20,372,MIRDIF,مردف
2014,4693,27,399,MIRDIF,مردف
2015,4693,21,420,MIRDIF,مردف
2016,4693,41,461,MIRDIF,مردف
2017,4693,28,489,MIRDIF,مردف
2018,4693,51,540,MIRDIF,مردف
2019,4693,71,611,MIRDIF,مردف
2020,4693,211,822,MIRDIF,مردف
2021,4693,0,822,MIRDIF,مردف
1963,4733,0,0,AL HAMRIYA PORT,ميناء الحمرية
1964,4733,0,0,AL HAMRIYA PORT,ميناء الحمرية
1965,4733,0,0,AL HAMRIYA PORT,ميناء الحمرية
1966,4733,0,0,AL HAMRIYA PORT,ميناء الحمرية
1967,4733,0,0,AL HAMRIYA PORT,ميناء الحمرية
1968,4733,0,0,AL HAMRIYA PORT,ميناء الحمرية
1969,4733,0,0,AL HAMRIYA PORT,ميناء الحمرية
1970,4733,0,0,AL HAMRIYA PORT,ميناء الحمرية
1971,4733,0,0,AL HAMRIYA PORT,ميناء الحمرية
1972,4733,0,0,AL HAMRIYA PORT,ميناء الحمرية
1973,4733,0,0,AL HAMRIYA PORT,ميناء الحمرية
1974,4733,0,0,AL HAMRIYA PORT,ميناء الحمرية
1975,4733,0,0,AL HAMRIYA PORT,ميناء الحمرية
1976,4733,0,0,AL HAMRIYA PORT,ميناء الحمرية
1977,4733,0,0,AL HAMRIYA PORT,ميناء الحمرية
1978,4733,0,0,AL HAMRIYA PORT,ميناء الحمرية
1979,4733,0,0,AL HAMRIYA PORT,ميناء الحمرية
1980,4733,0,0,AL HAMRIYA PORT,ميناء الحمرية
1981,4733,0,0,AL HAMRIYA PORT,ميناء الحمرية
1982,4733,0,0,AL HAMRIYA PORT,ميناء الحمرية
1983,4733,0,0,AL HAMRIYA PORT,ميناء الحمرية
1984,4733,0,0,AL HAMRIYA PORT,ميناء الحمرية
1985,4733,0,0,AL HAMRIYA PORT,ميناء الحمرية
1986,4733,0,0,AL HAMRIYA PORT,ميناء الحمرية
1987,4733,0,0,AL HAMRIYA PORT,ميناء الحمرية
1988,4733,0,0,AL HAMRIYA PORT,ميناء الحمرية
1989,4733,0,0,AL HAMRIYA PORT,ميناء الحمرية
1990,4733,0,0,AL HAMRIYA PORT,ميناء الحمرية
1991,4733,1,1,AL HAMRIYA PORT,ميناء الحمرية
1992,4733,0,1,AL HAMRIYA PORT,ميناء الحمرية
1993,4733,0,1,AL HAMRIYA PORT,ميناء الحمرية
1994,4733,0,1,AL HAMRIYA PORT,ميناء الحمرية
1995,4733,0,1,AL HAMRIYA PORT,ميناء الحمرية
1996,4733,1,2,AL HAMRIYA PORT,ميناء الحمرية
1997,4733,0,2,AL HAMRIYA PORT,ميناء الحمرية
1998,4733,0,2,AL HAMRIYA PORT,ميناء الحمرية
1999,4733,0,2,AL HAMRIYA PORT,ميناء الحمرية
2000,4733,1,3,AL HAMRIYA PORT,ميناء الحمرية
2001,4733,0,3,AL HAMRIYA PORT,ميناء الحمرية
2002,4733,0,3,AL HAMRIYA PORT,ميناء الحمرية
2003,4733,1,4,AL HAMRIYA PORT,ميناء الحمرية
2004,4733,1,5,AL HAMRIYA PORT,ميناء الحمرية
2005,4733,1,6,AL HAMRIYA PORT,ميناء الحمرية
2006,4733,2,8,AL HAMRIYA PORT,ميناء الحمرية
2007,4733,1,9,AL HAMRIYA PORT,ميناء الحمرية
2008,4733,1,10,AL HAMRIYA PORT,ميناء الحمرية
2009,4733,0,10,AL HAMRIYA PORT,ميناء الحمرية
2010,4733,2,12,AL HAMRIYA PORT,ميناء الحمرية
2011,4733,0,12,AL HAMRIYA PORT,ميناء الحمرية
2012,4733,0,12,AL HAMRIYA PORT,ميناء الحمرية
2013,4733,2,14,AL HAMRIYA PORT,ميناء الحمرية
2014,4733,2,16,AL HAMRIYA PORT,ميناء الحمرية
2015,4733,2,18,AL HAMRIYA PORT,ميناء الحمرية
2016,4733,0,18,AL HAMRIYA PORT,ميناء الحمرية
2017,4733,2,20,AL HAMRIYA PORT,ميناء الحمرية
2018,4733,2,22,AL HAMRIYA PORT,ميناء الحمرية
2019,4733,4,26,AL HAMRIYA PORT,ميناء الحمرية
2020,4733,6,32,AL HAMRIYA PORT,ميناء الحمرية
2021,4733,0,32,AL HAMRIYA PORT,ميناء الحمرية
1963,4773,2,2,OUD AL MUTEENA THIRD,عود المطينة الثالثة
1964,4773,0,2,OUD AL MUTEENA THIRD,عود المطينة الثالثة
1965,4773,1,3,OUD AL MUTEENA THIRD,عود المطينة الثالثة
1966,4773,1,4,OUD AL MUTEENA THIRD,عود المطينة الثالثة
1967,4773,0,4,OUD AL MUTEENA THIRD,عود المطينة الثالثة
1968,4773,2,6,OUD AL MUTEENA THIRD,عود المطينة الثالثة
1969,4773,0,6,OUD AL MUTEENA THIRD,عود المطينة الثالثة
1970,4773,1,7,OUD AL MUTEENA THIRD,عود المطينة الثالثة
1971,4773,1,8,OUD AL MUTEENA THIRD,عود المطينة الثالثة
1972,4773,1,9,OUD AL MUTEENA THIRD,عود المطينة الثالثة
1973,4773,1,10,OUD AL MUTEENA THIRD,عود المطينة الثالثة
1974,4773,1,11,OUD AL MUTEENA THIRD,عود المطينة الثالثة
1975,4773,1,12,OUD AL MUTEENA THIRD,عود المطينة الثالثة
1976,4773,1,13,OUD AL MUTEENA THIRD,عود المطينة الثالثة
1977,4773,3,16,OUD AL MUTEENA THIRD,عود المطينة الثالثة
1978,4773,6,22,OUD AL MUTEENA THIRD,عود المطينة الثالثة
1979,4773,1,23,OUD AL MUTEENA THIRD,عود المطينة الثالثة
1980,4773,2,25,OUD AL MUTEENA THIRD,عود المطينة الثالثة
1981,4773,0,25,OUD AL MUTEENA THIRD,عود المطينة الثالثة
1982,4773,9,34,OUD AL MUTEENA THIRD,عود المطينة الثالثة
1983,4773,1,35,OUD AL MUTEENA THIRD,عود المطينة الثالثة
1984,4773,3,38,OUD AL MUTEENA THIRD,عود المطينة الثالثة
1985,4773,4,42,OUD AL MUTEENA THIRD,عود المطينة الثالثة
1986,4773,0,42,OUD AL MUTEENA THIRD,عود المطينة الثالثة
1987,4773,2,44,OUD AL MUTEENA THIRD,عود المطينة الثالثة
1988,4773,9,53,OUD AL MUTEENA THIRD,عود المطينة الثالثة
1989,4773,7,60,OUD AL MUTEENA THIRD,عود المطينة الثالثة
1990,4773,9,69,OUD AL MUTEENA THIRD,عود المطينة الثالثة
1991,4773,10,79,OUD AL MUTEENA THIRD,عود المطينة الثالثة
1992,4773,11,90,OUD AL MUTEENA THIRD,عود المطينة الثالثة
1993,4773,6,96,OUD AL MUTEENA THIRD,عود المطينة الثالثة
1994,4773,8,104,OUD AL MUTEENA THIRD,عود المطينة الثالثة
1995,4773,6,110,OUD AL MUTEENA THIRD,عود المطينة الثالثة
1996,4773,14,124,OUD AL MUTEENA THIRD,عود المطينة الثالثة
1997,4773,8,132,OUD AL MUTEENA THIRD,عود المطينة الثالثة
1998,4773,7,139,OUD AL MUTEENA THIRD,عود المطينة الثالثة
1999,4773,17,156,OUD AL MUTEENA THIRD,عود المطينة الثالثة
2000,4773,18,174,OUD AL MUTEENA THIRD,عود المطينة الثالثة
2001,4773,13,187,OUD AL MUTEENA THIRD,عود المطينة الثالثة
2002,4773,21,208,OUD AL MUTEENA THIRD,عود المطينة الثالثة
2003,4773,24,232,OUD AL MUTEENA THIRD,عود المطينة الثالثة
2004,4773,20,252,OUD AL MUTEENA THIRD,عود المطينة الثالثة
2005,4773,20,272,OUD AL MUTEENA THIRD,عود المطينة الثالثة
2006,4773,26,298,OUD AL MUTEENA THIRD,عود المطينة الثالثة
2007,4773,34,332,OUD AL MUTEENA THIRD,عود المطينة الثالثة
2008,4773,34,366,OUD AL MUTEENA THIRD,عود المطينة الثالثة
2009,4773,15,381,OUD AL MUTEENA THIRD,عود المطينة الثالثة
2010,4773,26,407,OUD AL MUTEENA THIRD,عود المطينة الثالثة
2011,4773,41,448,OUD AL MUTEENA THIRD,عود المطينة الثالثة
2012,4773,48,496,OUD AL MUTEENA THIRD,عود المطينة الثالثة
2013,4773,40,536,OUD AL MUTEENA THIRD,عود المطينة الثالثة
2014,4773,48,584,OUD AL MUTEENA THIRD,عود المطينة الثالثة
2015,4773,60,644,OUD AL MUTEENA THIRD,عود المطينة الثالثة
2016,4773,70,714,OUD AL MUTEENA THIRD,عود المطينة الثالثة
2017,4773,61,775,OUD AL MUTEENA THIRD,عود المطينة الثالثة
2018,4773,81,856,OUD AL MUTEENA THIRD,عود المطينة الثالثة
2019,4773,239,1095,OUD AL MUTEENA THIRD,عود المطينة الثالثة
2020,4773,1032,2127,OUD AL MUTEENA THIRD,عود المطينة الثالثة
2021,4773,0,2127,OUD AL MUTEENA THIRD,عود المطينة الثالثة
1963,4813,0,0,WADI AL SAFA 2,وادي الصفا 2
1964,4813,0,0,WADI AL SAFA 2,وادي الصفا 2
1965,4813,0,0,WADI AL SAFA 2,وادي الصفا 2
1966,4813,0,0,WADI AL SAFA 2,وادي الصفا 2
1967,4813,0,0,WADI AL SAFA 2,وادي الصفا 2
1968,4813,0,0,WADI AL SAFA 2,وادي الصفا 2
1969,4813,0,0,WADI AL SAFA 2,وادي الصفا 2
1970,4813,0,0,WADI AL SAFA 2,وادي الصفا 2
1971,4813,0,0,WADI AL SAFA 2,وادي الصفا 2
1972,4813,1,1,WADI AL SAFA 2,وادي الصفا 2
1973,4813,0,1,WADI AL SAFA 2,وادي الصفا 2
1974,4813,0,1,WADI AL SAFA 2,وادي الصفا 2
1975,4813,0,1,WADI AL SAFA 2,وادي الصفا 2
1976,4813,0,1,WADI AL SAFA 2,وادي الصفا 2
1977,4813,0,1,WADI AL SAFA 2,وادي الصفا 2
1978,4813,0,1,WADI AL SAFA 2,وادي الصفا 2
1979,4813,0,1,WADI AL SAFA 2,وادي الصفا 2
1980,4813,0,1,WADI AL SAFA 2,وادي الصفا 2
1981,4813,1,2,WADI AL SAFA 2,وادي الصفا 2
1982,4813,0,2,WADI AL SAFA 2,وادي الصفا 2
1983,4813,0,2,WADI AL SAFA 2,وادي الصفا 2
1984,4813,0,2,WADI AL SAFA 2,وادي الصفا 2
1985,4813,0,2,WADI AL SAFA 2,وادي الصفا 2
1986,4813,0,2,WADI AL SAFA 2,وادي الصفا 2
